ALL VALUES ARE ARE LOG(2) [EXPRESSION RATIOS] 					Experimental treatment:	15 microg/ml Nor, 2 min	15 microg/ml Nor, 5 min	15 microg/ml Nor, 10 min	15microg/ml Nor, 20 min	15 microg/ml Nor, 30 min	50 microg/ml Nor, 2 min	50 microg/ml Nor, 5 min	50 microg/ml Nor, 10 min	50 microg/ml Nor, 20 min	50 microg/ml Nor, 30 min	42º C, 2 min	42º C, 5 min	42º C, 10 min	42º C, 20 min	42º C, 2 min	42º C, 5 min	42º C, 10 min	42º C, 20 min	15 microg/ml Nor, 2 min	15 microg/ml Nor, 3 min	15 microg/ml Nor, 4 min	15 microg/ml Nor, 5 min	15 microg/ml Nor, 7 min	15 microg/ml Nor, 10 min	15 microg/ml Nor, 15 min	15 microg/ml Nor, 20 min	15 microg/ml Nor, 30 min	50 microg/ml Nor, 2 min	50 microg/ml Nor, 5 min	50 microg/ml Nor, 10 min	50 microg/ml Nor, 20 min	50 microg/ml Nor, 30 min	20 microg/ml Novo, 5 min	50 microg/ml Novo, 5 min	200 microg/ml Novo, 5 min
mopB 	b4142	GroES,_10_Kd_chaperone_binds_to_Hsp60_in_pres._Mg-ATP,_suppressing_its_ATPase_activity	0.2250783549	1	0	0.856	0.6323	0.1763	2.834	2.101	1	0.4751	0.01436	3.043	2.824	0.6508	0.9709	1.214	0.1506	0.9561	1.531	1.646	1.029	1.963	1.8315	2.151	2.628	2.405	2.68	1.419	1.824	1.101	0.4957	1.245	1.163	0.7225	0.1635	2.77	3.209	2.922
mopA 	b4143	GroEL,_chaperone_Hsp60,_peptide-dependent_ATPase,_heat_shock_protein	0.2011805399	1	0	0.8797	0.8797	0.5558	3.865	2.824	0.9782	0.4957	0.1243	2.973	2.7	0.433	1.422	1.322	0.6041	1.339	1.744	1.88	1.144	1.993	1.51795	2.134	3.072	2.064	3.082	1.4355	1.996	1.373	0.9782	1.599	2.263	1.176	0.5945	2.592	2.729	2.774
yjeI 	b4144	orf,_hypothetical_protein	-0.5089744191	0.4395	-1.1860649295	0.2016	-0.2345	-0.4941	-0.4344	0.5059	0.01436	-0.05889	-0.1361	-0.3585	0.1635	-0.152	0	0.09761	0.5361	-0.6897	-2	-1.644	-0.9159	-0.05889	-0.42735	-0.3401	-0.5778	-0.6467	-1	-0.91695	0.4751	-0.23695	1.084	-1	-0.2345	-0.9159	-0.8625	-1	-0.4739	-1.089
yjeJ 	b4145	orf,_hypothetical_protein	0.1103369724	1	0	-0.4941	-0.152	-0.415	-0.3219	0.7137	-1.252	-0.889	-1.059	-1.599	-0.5146	0.736651	1.546	0.3448	-0.2009	0.7824	0.8156	0.275	0.251	-0.6666	0.11644	0.09761	-0.3585	0.08406	-0.1047	0.3486	0.2987	0.1194	-0.0145	0.2016	0.1763	0.9635	-0.5995	-0.8365	-1.059	-1.059
yjeK 	b4146	orf,_hypothetical_protein	-0.4062114746	0.555875	-0.8471675953	-0.08927	0.07039	0.1635	-0.304	0.1375	0.1375	0.1506	0.251	-0.7131	-0.2345	0.05658	-0.3959	-0.7859	-0.454	-1.286	-1.644	-1.12	-0.5995	-0.7131	-0.52495	-0.5564	-0.9714	-0.307	-0.2009	-0.2705	-0.454	-0.2075	-0.889	-0.7612	0.5261	-0.4739	0.09761	-1.737	-2.184	-2.556
efp 	b4147	elongation_factor_P_(EF-P)	-0.4139924865	0.833875	-0.2620969587	-0.05889	0.2265	0.3334	-0.6439	-0.5353	0.7049	0.546	0.5945	-0.3585	0.07039	-0.2345	-0.1047	-0.2009	-0.1361	-0.05889	-2.252	-1.059	0.01436	-0.1047	-0.56805	-0.4344	-0.2345	-1.1875	0.1243	-0.53915	-0.02915	-0.227	0.01436	-0.152	-0.7131	-0.6439	0.07039	-0.7859	-0.5353	-1.474
sugE 	b4148	suppresses_groEL,_may_be_chaperone	0.0398921839	1	0	-0.08927	-0.074	0.1243	-0.074	0.4436	0.2987	0.1375	0.5059	-0.2176	0.4854	0.1243	0.6135	-0.08927	0.189	0.1506	0.2869	-0.2345	0.2141	0.3219	0.17388	0.3674	0.07039	0.36165	0.2265	0.75045	0.3448	0.17805	0.3448	0.3448	1.021	1.183	0.7398	-0.3401	-0.8365	-1.434
blc 	b4149	outer_membrane_lipoprotein_(lipocalin)	0.2477603295	1	0	0.1375	-0.4941	0.4222	0.263	0.8319	0.07039	0.04264	0.4222	-0.5995	0.2016	0.7049	-0.0145	-0.7131	0.05658	0.3561	-0.007862	-0.152	-0.2176	0.01436	0.32765	0.3448	0.4005	0.226855	0.9928	0.5795	0.3103	0.1837	1.263	0.926	1.293	0.8156	1.35	-0.0145	-0.4344	-1.029
ampC 	b4150	beta-lactamase;_penicillin_resistance	-0.1869971725	1	0	0.4005	-0.1844	-0.08927	-0.074	-0.02915	-0.2863	-0.152	0.01436	-0.4941	-0.4739	0.263	0.251	-0.4739	0.263	-0.4739	-1.059	-0.7131	-0.4739	-0.2515	-0.81185	-1.089	-0.6666	-0.94365	-0.05889	-0.72505	-0.2009	-0.1344	1.118	0.4751	1.098	1.316	1.151	-2	-2.059	-3.059
frdD 	b4151	fumarate_reductase,_anaerobic,_membrane_anchor_polypeptide	-0.2748763554	1	0	0.4647	-0.6215	-0.6215	-0.1361	-0.454	0.2388	-0.3401	0.1506	1.014	-0.2009	0.410847	1.406	-0.2863	1.043	0.9411	0.353781	-0.2009	0.05658	0.07039	0.3152	0.4005	-0.04394	0.28295	-0.3959	0.3092	0.3103	0.1008	0.5059	-1	0.4647	-0.2176	0.2265	-0.1203	-1.382132	-3.837
frdC 	b4152	fumarate_reductase,_anaerobic,_membrane_anchor_polypeptide	-0.1442091482	1	0	0.5945	-0.304	-1.059	0.4751	-0.8365	0.2388	0	-1.786	0.3674	-0.2863	-0.152	-0.02915	-0.811	-0.4344	-0.123967	-0.5564	0.5656	-1.837	0.07039	0.11423	0.1506	-0.3771	-0.3959	-0.9434	-0.37815	-0.2009	-0.2075	0.4647	0.1243	0.2016	0.08406	-0.3585	-0.889	-1.184	-1.358
frdB 	b4153	fumarate_reductase,_anaerobic,_iron-sulfur_protein_subunit	-0.5925049778	0.787375	-0.3448771888	0.9336	0.4222	-1	0.6415	-0.6666	0.189	-0.2515	-0.5564	0.5059	-0.2009	-0.7859	0.3561	0.6781	1.021	0.4222	-0.9714	-0.04394	-0.05889	0.251	-0.09405	0.09761	-0.8625	-0.78675	-1.69	-1.396	-0.2863	-0.56	-0.3219	-0.4344	-1.286	-1.184	-1.322	-0.6215	-0.889	-0.5564
frdA 	b4154	fumarate_reductase,_anaerobic,_flavoprotein_subunit	-0.446644577	0.996875	-0.0045154811	0.856	-0.074	-1.089	0.4854	-1.089	0.4222	0.05658	-0.5995	0.8237	-0.454	-0.6897	-0.3401	-0.5778	-0.04394	-0.415	0.2141	-0.7612	-0.415	0.251	-0.413135	-0.5995	-0.811	-1.396	-1.644	-1.7635	0.3334	-0.8685	-0.3959	-0.811	-2	-1.515	-0.5564	-0.3585	-0.5146	-0.3401
yjeA 	b4155	putative_lysyl-tRNA_synthetase	-0.190159388	1	0	0.01436	0.4222	0.5656	-1.089	-0.8625	0.3219	0.5059	0.585	-0.5564	-0.6215	-0.05889	-0.08927	-0.1203	0.6041	0.251	-0.2009	0.4436	-0.04394	-0.1203	-0.7018	-0.7612	-0.3585	-1.218	-0.074	-0.64405	0.5656	-0.1344	0.1506	0.3103	0.516	0.757	0.7049	-1.218	-1.499225	-2.12
yjeM 	b4156	putative_transport	0.0159298263	1	0	-0.4344	-0.1361	-0.1203	-0.04394	-0.3219	-0.2515	0.09761	0.05658	-0.4941	-0.737	1.064	1.941	0.7312	0.827858	1.251	2.703726	1.599	1.281	0.2869	0.135995	0.1243	0.4436	0.104305	0.5945	0.3785	0.774	0.28765	-0.3771	-0.4941	-0.2009	0.07039	0.02857	-0.04394	-0.3959	-0.5353
yjeN 	b4157	orf,_hypothetical_protein	-0.1384879982	1	0	-0.1844	0.3103	0.04264	0.1243	-0.2345	-0.1681	0.07039	-0.04394	0.05658	-0.2009	0.5261	0.7908	0.7485	0.05658	1.029	1.412446	0.848	0.903	0.251	0.275	0.546	0.4751	0.56685	0.4647	0.5704	0.275	-0.11725	-0.9434	-0.5564	-1.358	-1.089	-0.3401	0.3674	0.1375	-0.708564
yjeO 	b4158	orf,_hypothetical_protein	-0.1857538739	1	0	-0.1681	0.04264	-0.2515	0.07039	-0.1047	-0.08927	0.04264	-0.0145	-0.1844	-0.2863	0.696	0.848	1	0.9107	0.263	0.7991	1.521	0.9411	0.6041	-0.13963	-0.4344	0.3785	-0.10162	-0.05889	-0.22445	0.2016	-0.14315	-1.12	-1.12	-1.218	-0.889	-0.1047	1.007	0.5753	0.7312
yjeP 	b4159	putative_periplasmic_binding_protein	0.4790206697	0.957625	-0.0624672788	0.1375	0.3334	0.2265	0.3561	0.4647	0.05658	0.263	0.1635	0.1635	0.2388	-0.152	-0.0145	0.2265	-0.05889	0.04264	-0.2863	0.5656	0.3561	0.5361	0.02132	-0.074	0.3448	-0.03103	0.7312	0.25075	0.8639	0.31145	0.4222	0.6041	0.8074	0.5361	0.8319	0.3448	0.7225	0.5656
yjeQ 	b4161	orf,_hypothetical_protein	-0.2062459041	1	0	-0.0145	0.111	0.08406	0.5753	0.4957	0.3561	0.251	0.1375	0.3334	0.6599	0.1243	0.08406	-0.1361	-0.1047	-0.04394	-0.5353	0.263	0.4436	0.04264	-0.6927	-0.304	-0.0145	-0.79975	0.3448	-0.51825	0.585	0.34355	-0.2009	0.07039	-0.2688	-0.2688	-0.2688	0.4005	0.6041	0.9635
yjeR 	b4162	orf,_hypothetical_protein	0.2844647784	1	0	0.1763	0.1635	0.1635	-0.3219	-0.08927	0.2265	0.4114	0.5945	0.4647	0.5558	-0.3959	-0.3771	-0.4941	-0.1681	0.2987	-0.2688	0.1635	-0.08927	0.4542	-0.227395	-0.3585	0.546	-0.4263	0.774	-0.71625	0.7991	0.41185	0.8953	0.5753	0.3561	0.669	0.04264	0.7049	1.138	1.036
yjeS 	b4166	orf,_hypothetical_protein	0.774349396	0.005	-7.6438561898	0.546	0.6781	1.401	-0.3959	-0.4344	0.7137	0.7991	1	-0.1844	-0.2176	0.1506	-0.5146	-0.737	-0.454	0.546	0.02857	0.2869	0.4854	1.911	1.08825	1.316	2.029	1.1116	2.595	1.85	1.884	1.121	1.642	1.664	2.35	2.433	2.007	1.731	2.032	2.198
yjeF 	b4167	orf,_hypothetical_protein	0.3176741962	1	0	0.2388	0.1243	0.1243	0.1375	0.6415	-0.0145	0.3103	0.275	0.3448	0.7049	0.04264	0.516	0.9486	0.757	1.585	1.333	0.4854	0.7137	0.3785	-0.46425	-0.2515	0.1763	-0.2726	0.7398	-0.00065	1	0.35245	0.4005	0.926	2.046	2.454	1.757	0.5945	0.7991	0.3448
yjeE 	b4168	orf,_hypothetical_protein	-0.4785827825	0.957625	-0.0624672788	0.2265	0.2388	0.1375	-0.2009	-0.074	-0.074	0.1763	0.1506	-0.1047	0.1506	-0.074	0.1763	0.263	-0.1361	-0.05889	0.04264	-0.0145	0.189	0.1243	-0.2224	-0.3401	-0.3219	-0.2965	-0.2863	-0.23605	0.263	0.14935	-0.2176	-0.2515	-0.2688	-0.2176	-0.9159	0.1375	0.08406	-0.2176
amiB 	b4169	N-acetylmuramoyl-l-alanine_amidase_II;_a_murein_hydrolase	0.2419720426	1	0	-0.5564	-0.05889	0.111	0.07039	0.275	0.2869	-0.0145	0.2265	0	0.111	-0.1361	-0.1844	0.1635	-0.04394	-0.05889	-0.0145	0.3448	0.4542	0.1763	-0.104785	-0.1844	-0.04394	-0.53125	0.251	-0.17397	0.903	0.1667	-0.02915	-0.02915	-0.3959	0.3448	0.7655	0.3896	0.3561	0.251
mutL 	b4170	enzyme_in_methyl-directed_mismatch_repair	0.1198001658	1	0	-2.737	0.4222	0.2388	0.189	0.4436	0.5753	0.433	0.5558	0.5261	0.4854	0.4751	0.4436	-0.3771	0.1506	0.1763	0.05658	0.516	0.7225	0.3334	-0.35695	-0.4941	-0.2688	-0.44445	0.4436	-0.097495	1.118	0.5215	0.5261	0.6871	0.6229	0.3561	0.5261	0.5059	0.3561	0.08406
miaA 	b4171	delta(2)-isopentenylpyrophosphate_tRNA-adenosine_transferase	-0.5264305299	0.93775	-0.092724737	0.7049	0.8953	0.7824	2.508	1.566	1.628	1.251	0.9336	2.392	1.7	1.251	1.111	-0.08927	-0.2688	0.6871	1	-0.3585	-0.1681	1.091	0.57225	0.546	1.021	0.05658	0.696	-0.2581	1.029	0.816	0.4957	0.5753	0.8237	-0.1047	-0.5564	0.9709	0.669	0.757
hfq 	b4172	host_factor_I_for_bacteriophage_Q_beta_replication,_a_growth-related_protein	-0.4627873295	0.994875	-0.0074128237	0.189	0.3334	-0.1047	0.8953	0.6229	0.8156	0.6323	0.4957	1.104	0.9486	1.263	1.305	-0.1047	0	0.5753	1.176	-0.5995	-0.08927	0.4222	0.263325	0.189	0.263	-0.163845	0.2869	-0.34365	0.3785	0.23235	0.111	0.08406	-0.04394	-0.3771	-0.6666	0.757	0.7908	0.7225
hflX 	b4173	GTP_-_binding_subunit_of_protease_specific_for_phage_lambda_cII_repressor	-0.4074832915	0.999875	-0.0001803482	0.3448	0.4542	0.516	1.475	0.9107	0.6781	0.3674	0.3561	1.35	0.6781	0.8718	0.8074	0.1763	-0.1844	0.2265	0.8953	0.4751	0.275	0.516	-0.00465	0.4647	0.4751	-0.6372	0.3103	-0.6325	0.7049	0.49275	-0.1047	-0.2688	0.02857	-0.811	-0.9159	1.176	0.9184	1.202
hflK 	b4174	protease_specific_for_phage_lambda_cII_repressor	-0.3950451925	1	0	0.3334	0.6323	0.02857	1.367	0.7312	0.4647	0.5656	0.2869	0.8639	0.5753	-0.2176	0.4751	0.189	-0.3585	-0.05889	0.275	0.3334	0.04264	0.7312	-0.08775	0.05658	0.2869	-0.6467	0.1506	-0.9896	0.4005	0.2111	-0.05889	-0.08927	-0.8365	-1.252	-0.7612	1.227	0.9561	0.8718
hflC 	b4175	protease_specific_for_phage_lambda_cII_repressor	-0.3325033289	1	0	0.04264	0.4542	0.07039	1.35	0.263	0.3219	0.2388	0.2388	0.7908	0.3561	-0.304	0.3103	0.2388	-0.0145	-0.04394	0.516	0.3103	0.3561	0.6781	-0.3516	0.2016	0.2869	-0.53975	0.08406	-0.99425	0.04264	0.1194	-0.3401	-0.4941	-1.322	-1.434	-0.811	1.287	0.8875	1.124
yjeT 	b4176	orf,_hypothetical_protein	0.0057773923	1	0	-0.1361	-0.415	-0.1681	-0.0145	-0.415	0.111	0.4436	0.433	0.4114	0.05658	0.3219	0.3561	-0.6439	0.757	0.763167	-0.152	0.3561	0.6415	0.1506	-0.136835	-0.2009	0.5558	0.08406	0.275	0.035195	0.2141	-0.076	0.2388	0.3219	-0.5146	-0.05889	-1.358	0.4114	0.6229	1.084
vacB 	b4179	putative_enzyme	-0.3500173962	0.649625	-0.622320941	0.251	0.3896	0.2388	0.9486	1.275	0.09761	0.05658	0.2265	0.01436	0.2388	0.4647	0.7398	1.07	0.4542	-0.3219	-0.7612	-0.5353	-0.04394	-0.2009	-1.1725	-1.218	-0.415	-1.0145	0.189	0.54935	0.3448	0.0555	-0.4344	0.02857	0.8718	1.251	1.379	-0.8365	-1.059	-1.286
yjfH 	b4180	orf,_hypothetical_protein	-0.3680989445	1	0	0.2016	0.1763	-0.074	0.04264	0.2016	-0.143824	-0.0145	0.1243	-0.1203	-0.5353	-0.2863	0.6599	0.01436	0.1763	-0.08927	0.7137	0.189	-0.08927	0.09761	-0.32295	-0.2688	0.189	-0.208695	0.08406	-0.03883	0.111	-0.3333	-0.9159	-0.304	-0.152	-0.6666	-0.2009	-0.4941	-0.3219	-0.4941
yjfJ 	b4182	putative_alpha_helical_protein	0.3803438142	0.966625	-0.048971787	-0.8625	-0.3959	0.04264	-0.2515	0.08406	0.2016	-0.304	0.08406	-0.2176	-0.4344	-0.04394	0.3896	0.6041	-0.0145	0.9107	0.3561	0.2016	0.696	0.111	0.2782	0.1375	0.8639	0.5874	0.7225	0.4683	0.6041	0.2427	-0.2009	-0.5778	0.2987	1.176	0.7225	0.08406	-0.3959	-0.6897
yjfK 	b4183	orf,_hypothetical_protein	0.4080954376	0.7995	-0.3228300612	-0.3219	0.01436	-0.1681	-0.1681	-0.6666	-0.5995	-0.2176	-0.415	-0.3585	-0.737	0.2141	-1.218	-0.889	-0.0145	0.4647	-0.2515	-0.4739	-1.218	0.5361	0.133685	0.4114	0.4005	0.06535	0.4542	0.3662	-0.1844	0.17805	0.08406	-0.2688	-0.1844	0.2141	-0.737	2.683	2.06	1.149587
yjfL 	b4184	orf,_hypothetical_protein	0.3243712308	1	0	-0.2176	-0.2863	-0.2176	-0.2515	-0.2688	-0.08927	0.02857	0.01436	0.189	-0.2176	-1.322	-0.110092	-1	-2.396	0.6508	-1.184	-1.837	1.585	0.189	0.157735	0.1375	0.1635	0.4854	0.4436	0.10168	-0.3401	0.2111	-0.2345	-0.5778	0.7312	-0.3401	0.3674	-0.339234	-0.314631	-1.243053
yjfM 	b4185	orf,_hypothetical_protein	0.4656733003	0.877375	-0.1887344962	-0.02915	0.1375	0.1243	-0.1203	0.07039	-0.2688	0.1375	-0.1047	0.02857	0.01436	-0.094535	-0.5778	-2.322	-3.644	2.503	-0.5353	0.365591	2	0.275	0.41645	0.3674	0.02857	0.31275	0.2141	0.46285	0.3103	0.06215	-0.0145	-0.074	0.1243	0.3785	0.4436	1.978	5.369	0.888884
yjfC 	b4186	putative_synthetase/amidase	-0.0374503785	1	0	-0.3585	0.1635	0.1506	0.1375	0.1375	0.05658	-0.02915	0.08406	0.1243	0	0.2265	-0.2345	0.189	0.02857	-0.05889	-0.2009	0.01436	0.5558	0.2987	0.23855	0.1375	0.8875	0.1635	0.2016	0.3135	0.189	0.1375	0.516	-0.304	0.5656	0.3674	0.926	-0.415	-0.9714	-2.252
aidB 	b4187	putative_acyl_coenzyme_A_dehydrogenase	0.4190098578	0.96025	-0.0585180361	-0.074	-0.737	-0.02915	0.4751	0.1375	-0.04394	0.1635	0.05658	0.696	-0.02915	-0.3585	-0.2863	-0.6439	0.02857	0.7049	0.7485	-0.152	-0.08927	-0.152	0.00575	-0.1844	0.4957	0.23265	0.4436	0.58955	0.3448	0.18925	1.417	0.669	1.599	1.239	1.541	0	0.251	-0.9159
yjfN 	b4188	orf,_hypothetical_protein	-0.2314965778	1	0	0	0.1763	-0.1681	0.2141	-0.2345	0.1243	0.2141	0.251	0.02857	0.111	-0.3219	0.1243	0.1763	-0.3219	0.251	2.614	-0.074	0.1375	0.5059	-0.83855	-0.7131	0.5558	-0.6666	0.2016	-0.44875	0.3334	-0.08405	-0.9434	-0.7612	-1	-1.515	-0.5995	0.6229	-0.2009	-0.157026
yjfO 	b4189	orf,_hypothetical_protein	-0.3561238357	1	0	-0.5564	-0.6897	-0.5146	0.5059	-0.6215	0.04264	0.07039	-0.074	0.7485	0.02857	-0.0145	0.6781	0.3334	0.1506	-0.08927	0.4436	0.6415	0.8074	-0.415	-0.368	-0.2688	-0.6215	-0.1282	-0.7612	-0.074	0.1375	-0.10045	-1.218	-1.434	-1.515	-1.059	0.04264	1.709	-1.837	-2.396
yjfP 	b4190	orf,_hypothetical_protein	0.0767137825	1	0	-0.0145	-0.1681	-0.1361	0.275	0.433	-0.2009	-0.2176	-0.3585	-0.02915	-0.074	-0.3959	0	-0.02915	0.263	0.05658	-0.3219	0.04264	-0.02915	0.2141	0.027455	-0.415	-0.3401	0.133415	-0.2009	0.06875	-0.074	0.014285	0.4005	0.8319	0.3785	0.6508	0.5753	-0.8625	-0.3219	-0.8365
yjfQ 	b4191	putative_DEOR-type_transcriptional_regulator	-0.0944752088	1	0	-0.04394	-0.454	-0.3219	0.2869	0.2265	-0.08927	-0.02915	-0.2863	-0.02915	0.04264	0.585	0.669	0.6041	0.6041	0.2987	0.1635	0.3219	0.2141	0.2388	-0.47925	-0.454	-0.2009	-0.22562	0.04264	-0.2432	0.3219	0.048805	0.5753	0.6323	0.4751	0.9107	0.8319	-0.5353	-0.811	-0.8625
yjfR 	b4192	orf,_hypothetical_protein	0.290065975	0.86725	-0.2054801594	0.1375	-0.1844	-0.0145	-0.5778	0.1243	-0.02915	0.05658	0.1506	0.05658	-0.3771	0.08406	0.6323	-0.152	0.3561	2.195	1.131	1.57	1.123202	-0.02915	0.27945	0.4647	0.2388	0.3465	0.4854	0.4657	0.5945	0.273	0.6781	0.5656	0.6508	0.5558	0.2869	-0.454	0.04264	-0.8365
sgaT 	b4193	orf,_hypothetical_protein	0.2123968652	1	0	-0.1361	-0.2688	0.02857	0.5656	-0.04394	-0.3219	0.1635	-0.074	0.6229	0.3561	0.3103	-0.3401	-1.252	-0.454	0.1506	-0.454	-0.5564	0.4647	0.1635	-0.0023	-0.08927	0	-0.051885	0.4005	0.04018	0.433	0.0753	1.239	1.895	1.692	1.516	1.546	-2.059	-1.064442	-1.184
sgaB 	b4194	orf,_hypothetical_protein	-0.261076008	1	0	-0.2176	-0.1203	-0.3401	-0.0145	-0.3771	0.7655	-0.05889	0.2016	0.6508	0.4222	0.5753	-0.5353	-0.3585	-0.08927	0.241288	-0.9159	0.3896	0.8319	0.3896	0.06875	0.3785	0.8797	0.056515	0.7655	-0.0123	0.3448	0.20025	0.2388	0.111	-0.152	-0.2345	-0.6666	-1.475383	-3.474	-2.943
ptxA 	b4195	putative_PTS_system_enzyme_II_A_component	-0.2233997865	1	0	0.2388	0.09761	-0.3771	0	-0.1681	-0.04394	0.02857	-0.04394	0.4854	0.08406	0.2869	0.6415	0.275	0.01436	0.3896	-0.2345	-0.2863	0.2265	0.2016	0.61275	0.8639	0.07039	0.6435	-0.05889	0.7431	0.3103	0.3254	-0.1203	-0.0145	-0.2688	-0.5146	0.01436	-1.556	-0.3959	-3.322
sgaH 	b4196	probable_hexulose-6-phosphate_synthase	0.0987609796	1	0	0.3448	-0.05889	0.04264	0.2016	0.2141	0.189	0.2388	0.2388	0.4542	0.2016	-0.5995	0.6135	-0.02915	-0.304	2.138	3.322	0.6415	0.2388	0.189	-0.27885	-0.08927	0.251	-0.104785	0.4005	0.09128	0.433	0.00718	0.4114	0.4542	0.3334	0.251	-0.3585	0.416719	0.680049	0.088011
sgaU 	b4197	putative_hexulose-6-phosphate_isomerase	0.2676729837	1	0	0.3448	0.05658	0.111	0.4751	0.5945	0.04264	-0.2176	0.01436	0.3103	-0.02915	-0.811	-0.7612	-0.5146	-0.5995	0.516	-0.5353	-0.4941	-0.05889	0.3448	-0.30795	-0.1844	0.3334	-0.08935	0.275	-0.09746	0.3785	0.33905	0.7655	0.5945	0.9107	0.7991	0.585	-0.2863	0.07039	-0.685705
yjfY 	b4199	orf,_hypothetical_protein	-0.2723165561	1	0	0.2388	-0.2515	0.1763	0	0.1635	0.2987	-0.2863	0.04264	-0.0145	0.07039	-0.5995	-0.1844	-0.152	0.02857	-0.08927	-0.1844	0.7049	0.2987	0.4436	-0.09715	-0.1681	0.1243	0.203535	0.2265	-0.021825	0.6871	0.24785	-0.686258	0.1506	-0.8625	-0.811	-0.454	-0.5146	-0.6666	-1.837
rpsF 	b4200	30S_ribosomal_subunit_protein_S6	-0.1608429248	1	0	0.3896	0.8953	0.3561	-0.6215	-0.7859	1.091	1.202	1.17	-0.304	-0.0145	-0.08927	-0.7131	-1.152	-0.8625	0.4957	-0.7612	-0.6897	-0.3959	0.5753	-0.3292	-0.5353	0.3103	0.18715	0.1375	-0.60545	-0.1361	0.00718	0.7398	0.2141	-0.1203	-0.8365	-1	0.189	0.1635	-0.0145
priB 	b4201	primosomal_replication_protein_N	-0.2172248472	1	0	0.4647	0.8875	0.5261	-0.4941	-0.7131	0.7824	0.9486	1.202	-0.415	0.2388	-0.6439	-0.9434	-1.029	-0.811	0.07039	-0.454	-0.1047	-0.3959	0.4957	-0.52185	-0.3219	0.1375	-0.61755	0.3785	-0.45455	-0.2688	0.04203	0.4114	-0.074	-0.2688	-1.12	-1.184	0.251	0.5261	-0.3771
rpsR 	b4202	30S_ribosomal_subunit_protein_S18	-0.1565834207	1	0	0.1763	0.546	0.05658	-0.3219	-1.152	0.8718	1.036	1.144	-0.2345	0.1243	-0.2863	-0.737	-0.9434	-1.152	0.4751	-0.7131	-0.4739	-0.22275	0.4222	-0.85935	-0.6666	0.111	-1.01895	-0.04394	-0.8625	-0.2863	0	0.3448	0.1506	0.01436	-0.5778	-0.7612	0.02857	0.189	0.09761
rplI 	b4203	50S_ribosomal_subunit_protein_L9	-0.281609406	1	0	0.585	1.293	0.1375	-0.304	-0.7131	0.7824	0.9184	0.6229	-0.3401	-0.1681	-0.6666	-0.5995	-0.3959	-0.415	0.5558	-0.3401	-0.0145	0.01436	0.6599	-0.80705	-0.2009	0.04264	-0.6682	0.4542	-0.52525	-0.304	-0.11725	0.07039	-0.2345	-0.889	-1.286	-1.322	0.3103	0.6229	0.04264
yjfZ 	b4204	orf,_hypothetical_protein	0.484889094	0.731625	-0.4508237213	0.2016	0.3896	0.4005	-0.9434	-1.089	-0.470362	-0.3401	-0.3771	-2	-1.943	0.08406	0.1506	-0.2688	-0.2345	0.7312	1.163	0.8953	0.84	0.1375	0.2979	0.111	0.3561	0.5558	1.428	1.0806	0.1243	0.23235	-1.358	-0.2688	-0.2345	0.04264	0.3334	0.6323	0.546	-0.3401
ytfB 	b4206	orf,_hypothetical_protein	-0.6736934537	0.001	-9.9657842847	0.3219	0.2388	0.05658	0.3103	0.926	-0.074	-0.1361	-0.08927	0.3561	0.7908	-0.2009	0.1506	-0.2176	-0.08927	-0.9714	-0.5146	-0.3771	-0.811	-1	-1.2615	-1.252	-1	-0.69155	-1.12	-0.76455	-0.6666	-0.43125	-0.3585	0.01436	-0.1203	0.1763	-0.454	-0.8365	-0.6215	-1.396
fklB 	b4207	FKBP-type_22KD_peptidyl-prolyl_cis-trans_isomerase_(rotamase)	-0.4383399483	0.955	-0.0664273617	0.5656	0.4957	-0.1361	0.848	0.2869	0.3103	0.275	0.1635	0.3448	0.3219	-0.9434	-0.7612	-0.5778	-1.059	-0.889	-1.152	-1.358	-1.943	0.433	-0.1204	-0.1361	0.189	-0.56175	-0.4739	-1.61	-1.218	-0.893	-0.2176	-0.1361	-0.7859	-1.029	-0.7612	0.07039	0.2016	0.07039
cycA 	b4208	transport_of_D-alanine,_D-serine,_and_glycine	-0.5260894859	0.5	-1	0.04264	-0.1844	0.3785	2.746	1.151	0.1375	0.3103	0.3219	1.911	1.151	0.585	0.3103	0	-0.05889	-0.6215	-0.1844	-0.5353	-0.5995	-0.454	0.056165	-0.1681	-0.3771	0.077095	-0.5146	0.20155	0.4114	-0.16095	-0.4344	-0.05889	0.1243	0.5753	0.3103	-0.8625	-0.889	-1.515
ytfF 	b4210	putative_transmembrane_subunit	-0.0751725977	1	0	-0.4739	-0.2345	-0.08927	0.4005	0.9107	-0.04394	0.01436	0.05658	0.2987	0.4542	-0.1047	-0.4739	-0.2863	-0.811	-0.415	-0.4941	-0.3219	-0.454	-0.415	-0.166575	0.1763	-0.3585	0.02006	0.02857	0.14154	-0.4344	-0.12575	-0.4739	-0.5778	0.4647	0.2265	0.4114	0.4542	-0.3219	-0.4739
ytfG 	b4211	putative_oxidoreductase	-0.0787494575	1	0	-0.2176	-0.05889	-0.2688	-0.074	0.546	-0.1361	0.08406	0.05658	-0.3219	0.1375	0.546	-0.4941	-0.454	-0.6439	1.104	0.05658	-0.1203	-0.04394	0.4854	0.148445	-0.05889	0.1375	-0.152	0	0.124105	-0.1361	0.11325	0.8639	0.1635	0.4005	1.057	0.09761	-2.252	-1.599	-2.12
